"first","cdindex","mktsize","N","M","p","cdid","obsweight","numlist","condition","localint","popular","basecond","pdif","conditiondif","disappear",
,,,,,13.5,288,1,8,5,0,0,4,8.79,1,0,
,,,,,8.44,288,1,8,4,0,0,4,3.73,0,0,
,,,,,4.71,288,1,8,4,0,0,4,0,0,0.5,
,,,,,24,291,1,4,3,0,0,2,19.25,1,0,
,,,,,4.75,291,1,4,2,0,0,2,0,0,0,
,,,,,17,291,1,4,4,0,0,2,12.25,2,0,
,,,,,13,291,1,4,4,0,0,2,8.25,2,0,
,,,,,49.5,295,1,4,5,0,0,3,32,2,0,
,,,,,49.5,295,1,4,5,0,0,3,32,2,0,
,,,,,26.85,295,1,4,4,0,0,3,9.35,1,0,
,,,,,17.5,295,1,4,3,0,0,3,0,0,0,
,,,,,26,295,1,4,5,0,0,3,8.5,2,0,
,,,,,36.5,295,1,4,5,0,0,3,19,2,0,
,,,,,3.19,297,1,41,3,0,0,3,1.7,0,0,
,,,,,7.49,297,1,41,4,0,0,3,6,1,0,
,,,,,5.98,297,1,41,3,0,0,3,4.49,0,0,
,,,,,1.95,297,1,41,4,0,0,3,0.46,1,1,
,,,,,8.75,297,1,41,4,0,0,3,7.26,1,0,
,,,,,4.95,297,1,41,3,0,0,3,3.46,0,0,
,,,,,3.5,297,1,41,5,0,0,3,2.01,2,0,
,,,,,10,297,1,41,3,0,0,3,8.51,0,0,
,,,,,8.75,297,1,41,5,0,0,3,7.26,2,0,
,,,,,5.6,297,1,41,4,0,0,3,4.11,1,0,
,,,,,6.7,297,1,41,4,0,0,3,5.21,1,0,
,,,,,4,297,1,41,4,0,0,3,2.51,1,0,
,,,,,4.93,297,1,41,5,0,0,3,3.44,2,0,
,,,,,4.99,297,1,41,3,0,0,3,3.5,0,0,
,,,,,9.99,297,1,41,3,0,0,3,8.5,0,0.5,
,,,,,4,297,1,41,4,0,0,3,2.51,1,0,
,,,,,3.72,297,1,41,4,0,0,3,2.23,1,0.5,
,,,,,3.95,297,1,41,3,0,0,3,2.46,0,0,
,,,,,3,297,1,41,2,0,0,3,1.51,-1,0,
,,,,,3,297,1,41,3,0,0,3,1.51,0,0,
,,,,,1.62,297,1,41,3,0,0,3,0.13,0,0.5,
,,,,,29.5,297,1,41,3,0,0,3,28.01,0,0.5,
,,,,,8.2,297,1,41,4,0,0,3,6.71,1,0.5,
,,,,,11.95,297,1,41,4,0,0,3,10.46,1,0.5,
,,,,,44.5,297,1,41,5,0,0,3,43.01,2,0,
,,,,,5.49,297,1,41,3,0,0,3,4,0,0,
,,,,,5,297,1,41,4,0,0,3,3.51,1,0,
,,,,,2.75,297,1,41,4,0,0,3,1.26,1,0,
,,,,,26.99,297,1,41,5,0,0,3,25.5,2,0,
,,,,,8.98,297,1,41,3,0,0,3,7.49,0,0,
,,,,,1.95,297,1,41,2,0,0,3,0.46,-1,0,
,,,,,2,297,1,41,3,0,0,3,0.51,0,1,
,,,,,11,297,1,41,4,0,0,3,9.51,1,0,
,,,,,1.49,297,1,41,3,0,0,3,0,0,0.5,
,,,,,2.98,297,1,41,3,0,0,3,1.49,0,0.5,
,,,,,2.98,297,1,41,3,0,0,3,1.49,0,0.5,
,,,,,5.38,297,1,41,3,0,0,3,3.89,0,0.5,
,,,,,11.47,297,1,41,3,0,0,3,9.98,0,0.5,
,,,,,4.71,297,1,41,4,0,0,3,3.22,1,0.5,
,,,,,4.71,297,1,41,4,0,0,3,3.22,1,0.5,
,,,,,3,297,1,41,4,0,0,3,1.51,1,0,
,,,,,1.95,297,1,41,2,0,0,3,0.46,-1,1,
,,,,,8,297,1,41,4,0,0,3,6.51,1,0,
,,,,,2.94,297,1,41,4,0,0,3,1.45,1,0,
,,,,,1.79,297,1,41,2,0,0,3,0.3,-1,0.5,
,,,,,1.79,297,1,41,2,0,0,3,0.3,-1,0.5,
,,,,,1.79,297,1,41,4,0,0,3,0.3,1,0,
,,,,,1.79,297,1,41,6,0,0,3,0.3,3,0,
,,,,,1.95,297,1,41,2,0,0,3,0.46,-1,1,
,,,,,1.95,297,1,41,4,0,0,3,0.46,1,1,
,,,,,10.24,297,1,41,4,0,0,3,8.75,1,0,
,,,,,10.99,299,1,15,5,0,0,4,9.2,1,0,
,,,,,3,299,1,15,3,0,0,4,1.21,-1,0,
,,,,,9.74,299,1,15,3,0,0,4,7.95,-1,0,
,,,,,17.5,299,1,15,5,0,0,4,15.71,1,0,
,,,,,16.95,299,1,15,7,0,0,4,15.16,3,0,
,,,,,2.99,299,1,15,3,0,0,4,1.2,-1,0,
,,,,,11.99,299,1,15,3,0,0,4,10.2,-1,0,
,,,,,6.49,299,1,15,4,0,0,4,4.7,0,0,
,,,,,1.95,299,1,15,4,0,0,4,0.16,0,1,
,,,,,1.95,299,1,15,2,0,0,4,0.16,-2,1,
,,,,,1.79,299,1,15,2,0,0,4,0,-2,1,
,,,,,1.79,299,1,15,4,0,0,4,0,0,1,
,,,,,1.95,299,1,15,4,0,0,4,0.16,0,1,
,,,,,17.01,300,1,16,5,0,0,2,15.06,3,0,
,,,,,14.7,300,1,16,4,0,0,2,12.75,2,0,
,,,,,10.5,300,1,16,4,0,0,2,8.55,2,0,
,,,,,20,300,1,16,4,0,0,2,18.05,2,0,
,,,,,8,300,1,16,4,0,0,2,6.05,2,0,
,,,,,12.85,300,1,16,5,0,0,2,10.9,3,0,
,,,,,8.98,300,1,16,3,0,0,2,7.03,1,0,
,,,,,1.95,300,1,16,2,0,0,2,0,0,1,
,,,,,8.95,300,1,16,4,0,0,2,7,2,0,
,,,,,21.45,300,1,16,6,0,0,2,19.5,4,0,
,,,,,34.5,300,1,16,7,0,0,2,32.55,5,0,
,,,,,2.99,300,1,16,3,0,0,2,1.04,1,1,
,,,,,2.99,300,1,16,4,0,0,2,1.04,2,0,
,,,,,16,300,1,16,4,0,0,2,14.05,2,0,
,,,,,5.54,300,1,16,3,0,0,2,3.59,1,1,
,,,,,32,300,1,16,7,0,0,2,30.05,5,0,
,,,,,9.99,300,1,16,4,0,0,2,8.04,2,0,
,,,,,14,300,1,16,4,0,0,2,12.05,2,0,
,,,,,31.95,300,1,16,5,0,0,2,30,3,0,
,,,,,6.98,300,1,16,3,0,0,2,5.03,1,0,
,,,,,13.33,301,1,11,7,0,0,6,10.43,1,0.5,
,,,,,2.9,301,1,11,2,0,0,6,0,-4,0,
,,,,,2.9,301,1,11,3,0,0,6,0,-3,0,
,,,,,14.11,301,1,11,7,0,0,6,11.21,1,0,
,,,,,14.91,301,1,11,2,0,0,6,12.01,-4,0.5,
,,,,,13.38,301,1,11,5,0,0,6,10.48,-1,0.5,
,,,,,13.55,301,1,11,7,0,0,6,10.65,1,0.5,
,,,,,6.9,301,1,11,3,0,0,6,4,-3,0,
,,,,,10.97,301,1,11,7,0,0,6,8.07,1,1,
,,,,,10.5,301,1,11,5,0,0,6,7.6,-1,0,
,,,,,29.5,301,1,11,3,0,0,6,26.6,-3,1,
,,,,,2.9,301,1,11,6,0,0,6,0,0,1,
,,,,,13.48,301,1,11,5,0,0,6,10.58,-1,0.5,
,,,,,13.65,301,1,11,7,0,0,6,10.75,1,0.5,
,,,,,6.81,301,1,11,4,0,0,6,3.91,-2,0,
,,,,,2.9,301,1,11,3,0,0,6,0,-3,1,
,,,,,2.9,301,1,11,4,0,0,6,0,-2,0,
,,,,,13.21,301,1,11,4,0,0,6,10.31,-2,0.5,
,,,,,13.55,301,1,11,7,0,0,6,10.65,1,0.5,
,,,,,13.21,301,1,11,4,0,0,6,10.31,-2,0.5,
,,,,,13.55,301,1,11,7,0,0,6,10.65,1,0.5,
,,,,,3.89,301,1,11,2,0,0,6,0.99,-4,0,
,,,,,13.94,301,1,11,4,0,0,6,11.04,-2,0,
,,,,,8,302,1,14,5,0,0,3,4.05,2,0.5,
,,,,,4.99,302,1,14,4,0,0,3,1.04,1,1,
,,,,,3.95,302,1,14,3,0,0,3,0,0,0,
,,,,,6.5,302,1,14,3,0,0,3,2.55,0,0,
,,,,,11.5,302,1,14,4,0,0,3,7.55,1,0,
,,,,,17,302,1,14,4,0,0,3,13.05,1,0,
,,,,,8.6,302,1,14,5,0,0,3,4.65,2,0,
,,,,,12.99,303,1,21,5,0,0,6,11.2,-1,0.5,
,,,,,12.99,303,1,21,5,0,0,6,11.2,-1,0.5,
,,,,,12.99,303,1,21,5,0,0,6,11.2,-1,0.5,
,,,,,12.99,303,1,21,5,0,0,6,11.2,-1,0.5,
,,,,,12.99,303,1,21,5,0,0,6,11.2,-1,0.5,
,,,,,1.95,303,1,21,3,0,0,6,0.16,-3,1,
,,,,,1.95,303,1,21,4,0,0,6,0.16,-2,1,
,,,,,3.94,303,1,21,4,0,0,6,2.15,-2,0,
,,,,,3.25,303,1,21,3,0,0,6,1.46,-3,0,
,,,,,11.38,303,1,21,4,0,0,6,9.59,-2,0.5,
,,,,,3,303,1,21,3,0,0,6,1.21,-3,0,
,,,,,1.95,303,1,21,6,0,0,6,0.16,0,1,
,,,,,2.99,303,1,21,3,0,0,6,1.2,-3,0,
,,,,,12.25,303,1,21,5,0,0,6,10.46,-1,0,
,,,,,2.25,303,1,21,4,0,0,6,0.46,-2,0,
,,,,,7.98,303,1,21,5,0,0,6,6.19,-1,0,
,,,,,1.95,303,1,21,6,0,0,6,0.16,0,0.5,
,,,,,7.45,303,1,21,7,0,0,6,5.66,1,0,
,,,,,10.6,303,1,21,4,0,0,6,8.81,-2,0,
,,,,,2.99,303,1,21,3,0,0,6,1.2,-3,1,
,,,,,2.99,303,1,21,4,0,0,6,1.2,-2,1,
,,,,,4.5,303,1,21,2,0,0,6,2.71,-4,0,
,,,,,4.5,303,1,21,5,0,0,6,2.71,-1,0,
,,,,,1.95,303,1,21,2,0,0,6,0.16,-4,1,
,,,,,1.95,303,1,21,6,0,0,6,0.16,0,1,
,,,,,5.34,303,1,21,3,0,0,6,3.55,-3,0,
,,,,,7.44,303,1,21,4,0,0,6,5.65,-2,0,
,,,,,14.5,303,1,21,6,0,0,6,12.71,0,0,
,,,,,1.95,303,1,21,3,0,0,6,0.16,-3,1,
,,,,,2,303,1,21,3,0,0,6,0.21,-3,1,
,,,,,2.05,303,1,21,4,0,0,6,0.26,-2,0,
,,,,,2.98,303,1,21,3,0,0,6,1.19,-3,0,
,,,,,4.71,303,1,21,3,0,0,6,2.92,-3,0,
,,,,,12.83,303,1,21,7,0,0,6,11.04,1,0,
,,,,,1.95,303,1,21,4,0,0,6,0.16,-2,1,
,,,,,1.79,303,1,21,2,0,0,6,0,-4,0,
,,,,,1.79,303,1,21,6,0,0,6,0,0,1,
,,,,,2.45,303,1,21,7,0,0,6,0.66,1,1,
,,,,,9.98,303,1,21,5,0,0,6,8.19,-1,0,
,,,,,3.99,303,1,21,7,0,0,6,2.2,1,1,
,,,,,7,306,1,18,4,0,0,4,3.55,0,0,
,,,,,13,306,1,18,4,0,0,4,9.55,0,0,
,,,,,28,306,1,18,5,0,0,4,24.55,1,0,
,,,,,23.85,306,1,18,3,0,0,4,20.4,-1,0,
,,,,,10.1,306,1,18,4,0,0,4,6.65,0,0,
,,,,,25.7,306,1,18,4,0,0,4,22.25,0,0,
,,,,,10.5,306,1,18,5,0,0,4,7.05,1,0,
,,,,,3.45,306,1,18,4,0,0,4,0,0,0,
,,,,,6.99,306,1,18,3,0,0,4,3.54,-1,0,
,,,,,3.94,306,1,18,4,0,0,4,0.49,0,0,
,,,,,8,306,1,18,4,0,0,4,4.55,0,0,
,,,,,10.98,306,1,18,4,0,0,4,7.53,0,0,
,,,,,27.5,306,1,18,4,0,0,4,24.05,0,0,
,,,,,9.99,306,1,18,4,0,0,4,6.54,0,0,
,,,,,13,306,1,18,4,0,0,4,9.55,0,0,
,,,,,17,306,1,18,5,0,0,4,13.55,1,0,
,,,,,34.98,306,1,18,4,0,0,4,31.53,0,0,
,,,,,7.5,306,1,18,4,0,0,4,4.05,0,0,
,,,,,16,306,1,18,5,0,0,4,12.55,1,0,
,,,,,23,306,1,18,4,0,0,4,19.55,0,0,
,,,,,18.49,306,1,18,4,0,0,4,15.04,0,0,
,,,,,7.98,308,1,7,4,0,0,3,5.98,1,0.5,
,,,,,14.07,308,1,7,7,0,0,3,12.07,4,0,
,,,,,17.16,308,1,7,3,0,0,3,15.16,0,0.5,
,,,,,2.99,308,1,7,3,0,0,3,0.99,0,0,
,,,,,10.09,308,1,7,7,0,0,3,8.09,4,0,
,,,,,9.99,308,1,7,7,0,0,3,7.99,4,0,
,,,,,16.5,308,1,7,4,0,0,3,14.5,1,0,
,,,,,2,308,1,7,3,0,0,3,0,0,0,
,,,,,14.64,309,1,25,7,0,0,6,12.69,1,0.5,
,,,,,16.49,309,1,25,7,0,0,6,14.54,1,0.5,
,,,,,1.95,309,1,25,2,0,0,6,0,-4,0,
,,,,,16.5,309,1,25,6,0,0,6,14.55,0,0,
,,,,,3.94,309,1,25,3,0,0,6,1.99,-3,0,
,,,,,12,309,1,25,4,0,0,6,10.05,-2,0.5,
,,,,,15.04,309,1,25,7,0,0,6,13.09,1,0.5,
,,,,,3.99,309,1,25,2,0,0,6,2.04,-4,0,
,,,,,1.95,309,1,25,2,0,0,6,0,-4,0,
,,,,,16.98,309,1,25,7,0,0,6,15.03,1,0.5,
,,,,,6.93,309,1,25,3,0,0,6,4.98,-3,1,
,,,,,1.95,309,1,25,2,0,0,6,0,-4,0,
,,,,,1.95,309,1,25,4,0,0,6,0,-2,0,
,,,,,1.95,309,1,25,2,0,0,6,0,-4,0,
,,,,,1.95,309,1,25,4,0,0,6,0,-2,0,
,,,,,1.95,309,1,25,3,0,0,6,0,-3,0,
,,,,,1.95,309,1,25,3,0,0,6,0,-3,0,
,,,,,1.95,309,1,25,4,0,0,6,0,-2,0,
,,,,,1.95,309,1,25,6,0,0,6,0,0,0,
,,,,,1.95,309,1,25,2,0,0,6,0,-4,0.5,
,,,,,1.95,309,1,25,2,0,0,6,0,-4,0.5,
,,,,,5.18,309,1,25,3,0,0,6,3.23,-3,0,
,,,,,15.14,309,1,25,7,0,0,6,13.19,1,0.5,
,,,,,9.25,309,1,25,4,0,0,6,7.3,-2,1,
,,,,,14.86,309,1,25,5,0,0,6,12.91,-1,0.5,
,,,,,15.04,309,1,25,7,0,0,6,13.09,1,0.5,
,,,,,5.95,309,1,25,4,0,0,6,4,-2,0,
,,,,,14.86,309,1,25,5,0,0,6,12.91,-1,0.5,
,,,,,15.04,309,1,25,7,0,0,6,13.09,1,0.5,
,,,,,1.95,309,1,25,3,0,0,6,0,-3,1,
,,,,,2.45,309,1,25,3,0,0,6,0.5,-3,0,
,,,,,9.99,309,1,25,4,0,0,6,8.04,-2,0,
,,,,,18.37,312,1,19,7,0,0,3,16.74,4,0.5,
,,,,,8.94,312,1,19,4,0,0,3,7.31,1,0,
,,,,,1.95,312,1,19,3,0,0,3,0.32,0,0,
,,,,,3.85,312,1,19,7,0,0,3,2.22,4,0.5,
,,,,,4.68,312,1,19,7,0,0,3,3.05,4,0.5,
,,,,,12.66,312,1,19,7,0,0,3,11.03,4,1,
,,,,,4.12,312,1,19,4,0,0,3,2.49,1,0,
,,,,,1.72,312,1,19,5,0,0,3,0.09,2,0,
,,,,,1.95,312,1,19,3,0,0,3,0.32,0,1,
,,,,,1.95,312,1,19,4,0,0,3,0.32,1,0,
,,,,,3.69,312,1,19,7,0,0,3,2.06,4,0.5,
,,,,,11.84,312,1,19,4,0,0,3,10.21,1,0.5,
,,,,,12.54,312,1,19,4,0,0,3,10.91,1,0.5,
,,,,,12.86,312,1,19,7,0,0,3,11.23,4,0.5,
,,,,,1.95,312,1,19,3,0,0,3,0.32,0,0,
,,,,,19.63,312,1,19,7,0,0,3,18,4,0,
,,,,,1.64,312,1,19,3,0,0,3,0.01,0,0,
,,,,,3.79,312,1,19,7,0,0,3,2.16,4,0.5,
,,,,,1.63,312,1,19,3,0,0,3,0,0,0,
,,,,,2.9,312,1,19,2,0,0,3,1.27,-1,0,
,,,,,3,312,1,19,3,0,0,3,1.37,0,1,
,,,,,2.99,312,1,19,3,0,0,3,1.36,0,0,
,,,,,1.95,312,1,19,4,0,0,3,0.32,1,1,
,,,,,1.63,312,1,19,3,0,0,3,0,0,0,
,,,,,7.65,312,1,19,4,0,0,3,6.02,1,0,
,,,,,8.95,312,1,19,3,0,0,3,7.32,0,0,
,,,,,14.98,312,1,19,7,0,0,3,13.35,4,0.5,
,,,,,3.95,312,1,19,3,0,0,3,2.32,0,0.5,
,,,,,2.61,312,1,19,3,0,0,3,0.98,0,0,
,,,,,4.49,312,1,19,4,0,0,3,2.86,1,0,
,,,,,2.49,312,1,19,2,0,0,3,0.86,-1,0,
,,,,,2.99,312,1,19,3,0,0,3,1.36,0,0,
,,,,,1.95,312,1,19,3,0,0,3,0.32,0,1,
,,,,,2,312,1,19,3,0,0,3,0.37,0,1,
,,,,,4.71,312,1,19,3,0,0,3,3.08,0,1,
,,,,,4.71,312,1,19,4,0,0,3,3.08,1,0.5,
,,,,,3.79,312,1,19,7,0,0,3,2.16,4,0.5,
,,,,,12.64,312,1,19,4,0,0,3,11.01,1,0.5,
,,,,,2.99,312,1,19,4,0,0,3,1.36,1,0.5,
,,,,,8.94,312,1,19,4,0,0,3,7.31,1,0.5,
,,,,,6.49,312,1,19,5,0,0,3,4.86,2,0.5,
,,,,,1.95,312,1,19,3,0,0,3,0.32,0,1,
,,,,,3.66,312,1,19,5,0,0,3,2.03,2,0.5,
,,,,,3.69,312,1,19,7,0,0,3,2.06,4,0.5,
,,,,,12.7,312,1,19,5,0,0,3,11.07,2,0.5,
,,,,,12.86,312,1,19,7,0,0,3,11.23,4,0.5,
,,,,,1.95,312,1,19,3,0,0,3,0.32,0,1,
,,,,,1.95,312,1,19,4,0,0,3,0.32,1,0,
,,,,,2.45,312,1,19,4,0,0,3,0.82,1,0.5,
,,,,,2.45,312,1,19,4,0,0,3,0.82,1,0.5,
,,,,,2.45,312,1,19,4,0,0,3,0.82,1,0.5,
,,,,,11.64,312,1,19,4,0,0,3,10.01,1,0,
,,,,,17.5,313,1,25,5,0,0,2,14.8,3,0,
,,,,,7.47,313,1,25,4,0,0,2,4.77,2,0,
,,,,,4.04,313,1,25,4,0,0,2,1.34,2,0,
,,,,,11,313,1,25,4,0,0,2,8.3,2,0,
,,,,,27,313,1,25,5,0,0,2,24.3,3,0,
,,,,,4.49,313,1,25,1,0,0,2,1.79,-1,0,
,,,,,8.45,313,1,25,5,0,0,2,5.75,3,0,
,,,,,10,313,1,25,4,0,0,2,7.3,2,0,
,,,,,18,313,1,25,4,0,0,2,15.3,2,0,
,,,,,14,313,1,25,5,0,0,2,11.3,3,0,
,,,,,11,313,1,25,5,0,0,2,8.3,3,0,
,,,,,9,313,1,25,5,0,0,2,6.3,3,0,
,,,,,3,313,1,25,2,0,0,2,0.3,0,0,
,,,,,29.5,313,1,25,3,0,0,2,26.8,1,0,
,,,,,11.95,313,1,25,4,0,0,2,9.25,2,0,
,,,,,2.7,313,1,25,2,0,0,2,0,0,1,
,,,,,2.98,313,1,25,3,0,0,2,0.28,1,0,
,,,,,4.37,313,1,25,5,0,0,2,1.67,3,0,
,,,,,5.5,313,1,25,4,0,0,2,2.8,2,0.5,
,,,,,7.99,313,1,25,4,0,0,2,5.29,2,0.5,
,,,,,14.5,313,1,25,3,0,0,2,11.8,1,0,
,,,,,9.98,313,1,25,4,0,0,2,7.28,2,0,
,,,,,10.5,313,1,25,5,0,0,2,7.8,3,0,
,,,,,15.98,314,1,21,7,0,0,3,6.38,4,0.5,
,,,,,17.24,314,1,21,7,0,0,3,7.64,4,0,
,,,,,17.67,314,1,21,3,0,0,3,8.07,0,0.5,
,,,,,16.44,314,1,21,7,0,0,3,6.84,4,0.5,
,,,,,18.27,314,1,21,7,0,0,3,8.67,4,0.5,
,,,,,19.94,314,1,21,7,0,0,3,10.34,4,0,
,,,,,12.7,314,1,21,2,0,0,3,3.1,-1,1,
,,,,,23,314,1,21,4,0,0,3,13.4,1,0,
,,,,,13,314,1,21,3,0,0,3,3.4,0,0,
,,,,,16.95,314,1,21,5,0,0,3,7.35,2,1,
,,,,,20,314,1,21,4,0,0,3,10.4,1,0,
,,,,,9.6,314,1,21,3,0,0,3,0,0,0,
,,,,,16.54,314,1,21,7,0,0,3,6.94,4,0.5,
,,,,,11.55,314,1,21,2,0,0,3,1.95,-1,0,
,,,,,16.23,314,1,21,5,0,0,3,6.63,2,0.5,
,,,,,16.44,314,1,21,7,0,0,3,6.84,4,0.5,
,,,,,16.23,314,1,21,5,0,0,3,6.63,2,0.5,
,,,,,16.44,314,1,21,7,0,0,3,6.84,4,0.5,
,,,,,23.91,318,1,2,3,0,0,3,13.92,0,0.5,
,,,,,10.8,318,1,2,6,0,0,3,0.81,3,0,
,,,,,14.74,318,1,2,3,0,0,3,4.75,0,0,
,,,,,27.64,318,1,2,4,0,0,3,17.65,1,0,
,,,,,36.1,318,1,2,3,0,0,3,26.11,0,0,
,,,,,26.15,318,1,2,5,0,0,3,16.16,2,0.5,
,,,,,9.99,318,1,2,3,0,0,3,0,0,0,
,,,,,42.09,318,1,2,7,0,0,3,32.1,4,0.5,
,,,,,1.95,320,1,4,3,0,0,3,0,0,1,
,,,,,9,320,1,4,5,0,0,3,7.05,2,0,
,,,,,13,320,1,4,5,0,0,3,11.05,2,0,
,,,,,16.98,320,1,4,5,0,0,3,15.03,2,0,
,,,,,3.95,320,1,4,3,0,0,3,2,0,0,
,,,,,2.25,320,1,4,4,0,0,3,0.3,1,0,
,,,,,2.99,322,1,7,4,0,0,6,1.04,-2,0,
,,,,,1.95,322,1,7,4,0,0,6,0,-2,1,
,,,,,12,322,1,7,3,0,0,6,10.05,-3,0.5,
,,,,,1.95,322,1,7,4,0,0,6,0,-2,1,
,,,,,1.95,322,1,7,3,0,0,6,0,-3,1,
,,,,,9.25,322,1,7,7,0,0,6,7.3,1,0,
,,,,,3.95,322,1,7,4,0,0,6,2,-2,0,
,,,,,16,322,1,7,5,0,0,6,14.05,-1,0,
,,,,,4.71,322,1,7,4,0,0,6,2.76,-2,0.5,
,,,,,4.55,322,1,7,7,0,0,6,2.6,1,1,
,,,,,1.95,322,1,7,6,0,0,6,0,0,1,
,,,,,1.95,322,1,7,4,0,0,6,0,-2,1,
,,,,,13.27,325,1,19,4,0,0,3,11.32,1,0,
,,,,,12.95,325,1,19,3,0,0,3,11,0,0,
,,,,,5.48,325,1,19,4,0,0,3,3.53,1,0,
,,,,,1.95,325,1,19,2,0,0,3,0,-1,1,
,,,,,1.95,325,1,19,3,0,0,3,0,0,0,
,,,,,15.45,325,1,19,4,0,0,3,13.5,1,0,
,,,,,9.45,325,1,19,3,0,0,3,7.5,0,0,
,,,,,11,325,1,19,5,0,0,3,9.05,2,0,
,,,,,8.95,325,1,19,4,0,0,3,7,1,0,
,,,,,7,325,1,19,4,0,0,3,5.05,1,0,
,,,,,7.45,325,1,19,5,0,0,3,5.5,2,0.5,
,,,,,10.45,325,1,19,5,0,0,3,8.5,2,0.5,
,,,,,9,325,1,19,4,0,0,3,7.05,1,0,
,,,,,6.75,325,1,19,4,0,0,3,4.8,1,0,
,,,,,5.25,325,1,19,4,0,0,3,3.3,1,0,
,,,,,4.89,325,1,19,4,0,0,3,2.94,1,0,
,,,,,2.25,325,1,19,3,0,0,3,0.3,0,0,
,,,,,27.9,325,1,19,5,0,0,3,25.95,2,0,
,,,,,9.49,325,1,19,4,0,0,3,7.54,1,0,
,,,,,9.99,326,1,21,4,0,0,3,7.99,1,0,
,,,,,6.96,326,1,21,5,0,0,3,4.96,2,0,
,,,,,12.26,326,1,21,3,0,0,3,10.26,0,0.5,
,,,,,13.2,326,1,21,5,0,0,3,11.2,2,0,
,,,,,9.74,326,1,21,3,0,0,3,7.74,0,0,
,,,,,7,326,1,21,4,0,0,3,5,1,0,
,,,,,20.5,326,1,21,6,0,0,3,18.5,3,0,
,,,,,15.5,326,1,21,5,0,0,3,13.5,2,0,
,,,,,21.5,326,1,21,5,0,0,3,19.5,2,0,
,,,,,14,326,1,21,5,0,0,3,12,2,0,
,,,,,2.75,326,1,21,3,0,0,3,0.75,0,0,
,,,,,27.99,326,1,21,6,0,0,3,25.99,3,0,
,,,,,3.95,326,1,21,3,0,0,3,1.95,0,0,
,,,,,34,326,1,21,6,0,0,3,32,3,0,
,,,,,15.44,326,1,21,4,0,0,3,13.44,1,0,
,,,,,21,326,1,21,5,0,0,3,19,2,0.5,
,,,,,2,326,1,21,3,0,0,3,0,0,1,
,,,,,5.99,326,1,21,4,0,0,3,3.99,1,0,
,,,,,23.9,326,1,21,5,0,0,3,21.9,2,0,
,,,,,7.5,326,1,21,4,0,0,3,5.5,1,0,
,,,,,2.45,326,1,21,2,0,0,3,0.45,-1,0,
,,,,,2.45,326,1,21,5,0,0,3,0.45,2,1,
,,,,,7.94,326,1,21,6,0,0,3,5.94,3,0,
,,,,,8.05,327,1,14,3,0,0,4,5.06,-1,0,
,,,,,4.75,327,1,14,4,0,0,4,1.76,0,0,
,,,,,3.5,327,1,14,5,0,0,4,0.51,1,0.5,
,,,,,8.45,327,1,14,4,0,0,4,5.46,0,0,
,,,,,9,327,1,14,3,0,0,4,6.01,-1,0,
,,,,,35.95,327,1,14,7,0,0,4,32.96,3,0,
,,,,,7,327,1,14,4,0,0,4,4.01,0,0,
,,,,,11.98,327,1,14,5,0,0,4,8.99,1,0,
,,,,,10,327,1,14,3,0,0,4,7.01,-1,0,
,,,,,4.93,327,1,14,4,0,0,4,1.94,0,0,
,,,,,16,327,1,14,4,0,0,4,13.01,0,0.5,
,,,,,2.99,327,1,14,4,0,0,4,0,0,1,
,,,,,4.89,327,1,14,3,0,0,4,1.9,-1,0,
,,,,,9.48,327,1,14,4,0,0,4,6.49,0,0,
,,,,,3.44,327,1,14,4,0,0,4,0.45,0,1,
,,,,,3.53,327,1,14,4,0,0,4,0.54,0,0,
,,,,,5.95,328,1,15,4,0,0,3,4.46,1,0,
,,,,,6.04,328,1,15,7,0,0,3,4.55,4,0.5,
,,,,,8.95,328,1,15,4,0,0,3,7.46,1,0,
,,,,,7,328,1,15,4,0,0,3,5.51,1,0,
,,,,,31.19,328,1,15,3,0,0,3,29.7,0,0,
,,,,,14.45,328,1,15,4,0,0,3,12.96,1,0,
,,,,,12.5,328,1,15,4,0,0,3,11.01,1,0,
,,,,,10,328,1,15,4,0,0,3,8.51,1,0,
,,,,,12.5,328,1,15,3,0,0,3,11.01,0,0,
,,,,,21.95,328,1,15,5,0,0,3,20.46,2,0,
,,,,,46.45,328,1,15,3,0,0,3,44.96,0,0,
,,,,,13.5,328,1,15,5,0,0,3,12.01,2,0,
,,,,,4.45,328,1,15,3,0,0,3,2.96,0,0,
,,,,,1.49,328,1,15,3,0,0,3,0,0,0,
,,,,,22,328,1,15,4,0,0,3,20.51,1,0,
,,,,,35.06,328,1,15,4,0,0,3,33.57,1,0,
,,,,,20.95,329,1,9,4,0,0,4,14.95,0,0,
,,,,,17,329,1,9,4,0,0,4,11,0,0,
,,,,,15.5,329,1,9,4,0,0,4,9.5,0,0,
,,,,,6,329,1,9,4,0,0,4,0,0,0,
,,,,,16,329,1,9,4,0,0,4,10,0,0,
,,,,,9.49,329,1,9,3,0,0,4,3.49,-1,0,
,,,,,12.5,329,1,9,5,0,0,4,6.5,1,0,
,,,,,9.44,331,1,14,7,0,0,6,7.49,1,0,
,,,,,1.95,331,1,14,4,0,0,6,0,-2,1,
,,,,,1.95,331,1,14,3,0,0,6,0,-3,0,
,,,,,12,331,1,14,3,0,0,6,10.05,-3,0.5,
,,,,,1.95,331,1,14,3,0,0,6,0,-3,1,
,,,,,31.45,331,1,14,7,0,0,6,29.5,1,1,
,,,,,7.98,331,1,14,4,0,0,6,6.03,-2,0,
